id,content_id,type,likes,engagement_date,campaign_id,product_id,views,clicks
1968,5,Newsletter,41,2024-03-03,17,1,2101,204
1379,45,Newsletter,23,2024-08-21,7,10,2101,234
1667,12,Social Media,0,2025-10-03,3,7,210,2
1600,38,Video,8,2025-02-08,11,4,2102,166
1290,27,Social Media,9,2025-03-15,6,8,2102,264
659,12,Video,24,2024-05-06,15,11,2104,131
3194,13,Newsletter,73,2023-09-24,15,20,2105,507
3423,19,Social Media,33,2024-04-06,3,20,2106,206
1609,39,Social Media,3,2025-04-08,4,2,2108,97
1986,41,Newsletter,8,2025-04-25,1,20,2109,92
4549,25,Video,16,2025-03-18,14,3,2110,267
868,43,Newsletter,80,2024-06-15,2,6,2110,422
4411,43,Newsletter,212,2023-05-28,18,19,2110,546
3521,50,Newsletter,0,2025-08-16,3,14,211,11
1363,22,Newsletter,61,2024-05-22,13,9,2113,445
210,8,Social Media,232,2023-08-23,13,12,2113,624
3965,26,Newsletter,200,2023-01-16,7,11,2114,953
1373,32,Social Media,8,2023-02-22,20,3,211,64
1506,39,Social Media,261,2023-07-21,7,5,2117,857
3926,48,Blog,57,2024-08-23,13,14,2119,298
1044,32,Newsletter,24,2024-11-26,11,17,2119,341
1269,4,Social Media,19,2025-02-02,7,6,2121,223
4363,20,Video,27,2024-12-16,12,11,2121,288
4543,48,Blog,36,2024-08-09,14,1,2121,349
2257,27,Video,64,2024-10-23,10,4,2122,346
2905,5,Social Media,14,2025-04-07,10,3,2123,204
2903,46,Social Media,22,2023-07-31,3,10,2124,268
3616,47,Social Media,10,2025-04-15,8,19,2128,175
750,33,Blog,19,2025-01-20,17,9,2129,223
3767,46,Blog,74,2024-02-16,13,12,2129,239
760,20,Video,5,2025-05-03,8,9,2130,161
488,36,Blog,80,2024-01-06,8,20,2132,373
3625,20,Blog,63,2023-08-01,10,19,2132,430
601,43,Blog,4,2025-04-02,6,4,2133,154
3130,38,Newsletter,465,2023-01-15,18,6,2133,992
3192,20,Social Media,24,2024-11-09,14,12,2137,365
89,21,Social Media,1,2024-11-27,2,13,214,15
795,38,Newsletter,86,2024-01-24,16,1,2141,578
3573,42,Newsletter,19,2025-01-22,1,1,2142,144
3416,18,Video,43,2024-04-15,19,15,2144,404
3315,31,Video,12,2024-11-14,2,10,2148,169
730,19,Social Media,32,2025-03-25,12,4,2149,267
3456,6,Social Media,52,2024-06-24,4,18,2149,272
4617,2,Newsletter,138,2024-01-11,3,9,2150,474
661,18,Video,14,2024-10-13,13,16,2151,241
1452,13,Blog,1,2025-02-03,6,7,215,16
2540,33,Video,2,2023-10-14,19,20,215,22
3081,45,Video,105,2024-05-17,8,7,2152,528
1899,22,Social Media,169,2023-05-13,9,14,2152,643
3016,9,Newsletter,60,2024-05-20,19,16,2155,261
1648,17,Newsletter,14,2024-12-30,15,16,2156,167
2868,29,Video,372,2023-04-16,14,11,2156,867
590,41,Social Media,0,2025-12-15,7,15,215,7
486,17,Video,50,2024-04-25,10,13,2158,254
2632,29,Blog,10,2025-05-01,5,14,2161,117
4484,18,Blog,8,2025-01-13,4,12,2161,155
3635,19,Social Media,286,2023-03-05,19,14,2162,925
413,28,Blog,21,2024-08-18,5,8,2164,250
1879,26,Video,6,2025-01-09,4,5,2165,111
2128,47,Social Media,7,2025-05-07,8,11,2165,191
3727,42,Social Media,13,2025-02-09,7,16,2166,167
4501,22,Newsletter,22,2025-04-17,6,7,2166,241
3621,12,Blog,29,2024-09-15,2,9,2166,439
625,36,Newsletter,17,2025-03-13,10,13,2169,135
1137,30,Video,5,2025-03-27,18,3,2169,141
4251,18,Newsletter,15,2023-01-10,5,16,216,96
834,17,Newsletter,36,2024-02-21,20,6,2170,301
3244,27,Newsletter,25,2024-10-01,4,6,2171,201
2275,25,Blog,16,2024-10-02,6,10,2171,383
512,1,Video,33,2024-07-29,8,14,2172,147
2717,25,Video,51,2024-05-29,12,18,2172,291
3503,29,Newsletter,48,2024-11-24,17,6,2173,382
1400,20,Video,102,2023-05-22,11,6,2175,401
1723,43,Social Media,26,2024-12-06,13,5,2177,230
2557,35,Video,56,2023-12-02,3,4,2177,361
242,38,Video,70,2023-05-13,17,19,2178,280
2198,8,Video,0,2025-07-13,9,5,218,12
2817,6,Blog,324,2023-05-27,7,9,2181,902
1450,8,Social Media,85,2024-05-15,20,9,2183,319
3956,28,Newsletter,115,2023-04-13,10,2,2183,437
2273,43,Newsletter,17,2025-01-23,9,14,2186,230
728,4,Video,10,2025-04-04,15,7,2189,182
4141,39,Blog,9,2025-03-31,7,1,2192,182
2842,8,Social Media,223,2023-09-14,10,19,2193,615
3338,43,Blog,131,2024-04-10,9,16,2194,580
112,45,Newsletter,57,2024-05-09,10,10,2195,578
59,37,Video,0,2025-07-17,10,1,219,7
1192,13,Video,0,2025-11-03,2,15,22,0
1957,23,Newsletter,0,2025-09-17,18,6,220,3
1369,45,Social Media,73,2024-06-20,14,16,2203,512
3818,32,Video,382,2023-03-03,5,1,2204,834
4508,41,Blog,6,2023-07-29,19,15,220,53
3095,45,Newsletter,58,2024-11-18,1,4,2207,364
3541,11,Newsletter,13,2025-03-20,10,18,2208,224
2945,33,Social Media,113,2024-07-28,11,6,2208,500
2042,46,Blog,9,2025-04-30,8,14,2208,88
615,17,Blog,0,2025-12-29,17,14,220,9
3187,46,Video,28,2024-03-19,14,1,2212,234
1494,18,Blog,17,2024-03-20,18,6,2213,273
4497,20,Newsletter,20,2025-02-12,1,15,2215,149
3603,7,Newsletter,14,2025-01-26,7,14,2216,182
3655,20,Social Media,86,2024-03-28,11,18,2217,496
4041,3,Blog,38,2025-02-12,13,2,2219,273
1065,42,Video,92,2023-10-17,8,4,2219,684
656,32,Social Media,29,2024-12-14,19,3,2221,168
3069,30,Video,2,2025-04-20,20,20,222,21
3720,16,Social Media,5,2023-06-20,11,18,222,21
4029,32,Video,289,2023-01-21,3,2,2223,658
4097,40,Video,0,2025-12-14,6,15,222,5
241,4,Video,41,2023-06-04,17,6,2226,478
507,15,Blog,159,2023-03-08,8,13,2226,575
3920,20,Blog,8,2025-02-14,12,18,2227,128
2935,15,Newsletter,43,2023-12-18,20,11,2227,240
948,13,Blog,81,2024-07-07,6,15,2227,333
4158,2,Video,103,2023-09-24,9,7,2227,780
185,10,Blog,66,2024-03-09,9,2,2229,255
1060,1,Social Media,10,2024-03-29,11,3,2230,136
3373,18,Social Media,58,2024-05-14,16,2,2231,547
4046,39,Blog,11,2025-01-31,12,14,2232,215
4230,23,Blog,108,2023-08-12,16,11,2233,300
128,35,Newsletter,109,2024-02-27,17,5,2235,408
231,29,Newsletter,39,2023-05-23,13,8,2236,396
2376,23,Blog,0,2025-12-28,4,18,223,7
4361,19,Video,238,2023-01-28,3,4,2241,602
1764,37,Social Media,38,2025-01-11,18,18,2242,328
4113,20,Blog,16,2025-01-01,20,15,2243,105
4303,16,Video,69,2024-04-29,20,12,2246,317
2087,6,Blog,72,2024-06-27,8,16,2247,388
2896,30,Newsletter,41,2024-09-05,5,19,2248,329
2647,23,Newsletter,1,2024-11-11,16,9,225,13
2767,49,Social Media,63,2024-01-02,8,17,2252,252
679,43,Newsletter,0,2025-11-17,18,18,225,4
2352,22,Video,0,2025-11-09,3,10,225,6
3115,8,Social Media,0,2025-06-07,14,13,225,6
1633,45,Newsletter,66,2024-08-02,8,14,2259,526
2090,19,Newsletter,0,2025-09-29,3,11,226,10
3171,16,Blog,0,2025-09-05,3,18,226,10
3706,21,Newsletter,0,2025-12-25,4,14,226,10
4395,25,Video,1,2025-05-14,15,15,226,15
1042,23,Social Media,44,2024-09-09,2,9,2263,218
3742,33,Social Media,5,2025-04-13,3,4,2263,59
473,46,Social Media,27,2025-03-05,3,14,2267,253
1802,11,Newsletter,31,2024-11-18,11,5,2267,336
521,6,Newsletter,60,2024-10-21,4,1,2268,424
3444,40,Video,69,2024-07-03,18,7,2268,488
3783,26,Blog,66,2024-10-15,19,15,2269,382
1109,42,Video,126,2024-05-21,2,7,2269,479
4556,41,Video,101,2023-09-30,16,13,2269,529
955,18,Social Media,51,2024-01-20,5,4,2269,648
3281,8,Newsletter,4,2025-03-06,6,11,2269,82
3176,48,Video,21,2024-07-02,9,10,2271,190
1071,45,Blog,62,2024-05-27,7,4,2275,348
539,49,Video,32,2024-07-29,18,18,2276,204
3137,44,Video,17,2024-09-13,18,12,2279,412
253,46,Video,363,2023-04-11,16,3,2279,972
1426,32,Blog,16,2025-01-22,1,17,2280,232
218,50,Video,80,2024-09-18,18,9,2280,480
909,40,Blog,0,2025-08-20,6,7,228,13
849,11,Video,42,2024-01-26,19,9,2281,520
4294,8,Social Media,33,2024-07-14,18,12,2284,306
70,12,Social Media,10,2024-04-30,12,11,228,49
2064,32,Blog,21,2025-02-04,13,10,2285,287
2271,43,Social Media,11,2024-12-22,5,11,2288,231
1625,27,Social Media,86,2024-08-08,10,16,2289,420
2157,5,Social Media,34,2024-03-29,9,18,2290,198
2361,18,Social Media,0,2025-10-31,3,10,229,11
1562,31,Blog,168,2023-10-05,15,8,2291,543
3691,3,Social Media,148,2023-11-21,19,13,2291,573
2787,47,Blog,7,2025-03-28,8,12,2291,73
1687,46,Video,7,2024-04-25,2,2,229,30
2374,14,Social Media,45,2024-06-08,19,7,2299,294
3517,24,Social Media,14,2024-11-24,14,11,2303,259
1930,25,Video,22,2024-09-19,15,13,2303,490
4258,20,Newsletter,72,2024-05-04,14,19,2303,563
4116,31,Social Media,2,2025-02-27,8,18,2303,68
875,48,Social Media,58,2024-09-02,3,15,2304,400
1049,27,Video,149,2023-12-23,20,13,2306,521
4512,2,Newsletter,5,2023-11-16,2,3,230,68
4242,29,Video,84,2024-09-15,15,3,2307,447
1225,48,Blog,205,2023-05-04,2,17,2307,720
186,9,Newsletter,24,2024-12-16,11,13,2308,187
304,43,Blog,18,2025-04-18,2,20,2308,261
3483,45,Social Media,80,2023-12-28,4,16,2308,299
98,44,Blog,0,2025-08-20,11,8,231,10
1567,18,Video,282,2023-03-19,14,6,2313,729
3857,15,Social Media,36,2024-02-01,8,16,2314,433
1149,22,Video,9,2025-02-22,17,5,2315,194
1160,38,Social Media,38,2024-11-18,12,5,2315,238
348,7,Newsletter,29,2024-08-29,1,13,2316,164
952,38,Video,9,2025-04-01,8,5,2318,250
3387,4,Social Media,33,2024-07-31,19,3,2320,397
2519,25,Blog,0,2025-11-24,15,16,232,2
3639,20,Blog,48,2024-05-07,19,10,2322,404
1841,27,Video,313,2023-05-08,6,5,2322,721
1976,41,Blog,72,2024-01-06,6,3,2323,389
4403,27,Video,0,2025-11-07,10,18,232,7
2490,43,Social Media,90,2024-06-04,7,15,2327,478
2231,21,Video,2,2025-01-03,1,10,233,17
3181,36,Social Media,22,2024-08-30,9,7,2332,106
3354,2,Newsletter,26,2025-03-10,1,11,2334,229
1206,26,Social Media,8,2023-12-25,5,20,233,59
198,4,Video,117,2023-02-01,8,12,2336,1076
3188,8,Blog,1,2025-06-03,1,8,234,18
928,9,Social Media,8,2025-04-04,13,6,2342,144
1263,32,Video,19,2024-07-05,12,5,2343,277
4365,42,Social Media,57,2024-08-16,8,12,2344,297
863,6,Video,0,2025-09-15,19,15,234,6
4079,49,Blog,236,2023-03-18,16,12,2346,667
701,34,Blog,0,2025-06-09,11,3,234,7
1627,40,Social Media,9,2025-01-21,12,13,2347,78
2398,6,Newsletter,186,2023-11-23,13,3,2348,535
4130,24,Blog,26,2025-04-06,1,7,2349,225
3865,18,Video,16,2025-02-01,10,6,2349,345
3094,11,Video,106,2024-06-22,9,7,2350,585
2702,7,Newsletter,0,2025-07-29,20,6,235,12
427,37,Blog,0,2025-07-16,15,15,235,16
4099,13,Newsletter,74,2023-11-19,17,5,2352,313
138,19,Video,113,2024-01-02,15,17,2352,425
3009,44,Video,155,2023-01-18,15,20,2352,806
3385,5,Video,0,2025-12-06,20,11,235,4
4161,32,Social Media,148,2024-01-24,14,6,2354,754
4256,46,Newsletter,21,2023-12-16,18,7,235,70
3729,17,Newsletter,12,2025-01-09,20,20,2357,270
582,33,Social Media,0,2025-09-13,8,12,236,10
229,18,Video,291,2023-01-27,17,12,2361,746
3417,6,Social Media,70,2024-02-22,3,8,2364,563
1748,4,Newsletter,32,2024-03-16,11,2,2365,178
1403,29,Newsletter,44,2024-10-25,3,10,2365,458
4028,48,Blog,0,2025-12-23,19,2,236,6
1886,13,Video,63,2023-08-10,7,11,2366,396
4051,3,Video,38,2024-06-30,13,20,2366,453
1969,10,Newsletter,78,2023-12-01,7,6,2369,568
774,39,Social Media,178,2024-03-25,5,10,2369,688
2859,30,Social Media,3,2025-04-14,2,16,2370,128
1335,46,Blog,34,2025-03-10,4,5,2370,257
1880,50,Newsletter,0,2025-03-13,8,9,237,18
4117,6,Newsletter,151,2023-10-26,17,14,2372,442
285,12,Blog,25,2025-02-04,10,15,2374,300
1883,45,Social Media,0,2025-08-12,12,7,237,5
775,8,Video,372,2023-04-23,6,10,2375,1022
4257,24,Blog,42,2024-07-10,3,9,2375,510
3941,22,Social Media,152,2023-07-11,3,2,2375,690
2471,20,Video,360,2023-01-27,13,5,2380,1009
2100,19,Social Media,7,2025-04-10,13,19,2380,188
1394,15,Blog,3,2024-02-06,5,1,238,25
2036,23,Newsletter,1,2025-02-10,6,16,238,28
3953,48,Blog,18,2025-04-07,6,17,2384,236
4206,12,Video,65,2024-07-22,2,11,2384,381
1709,32,Video,93,2023-04-30,16,14,2386,518
55,50,Blog,18,2025-04-01,18,6,2387,201
1051,16,Social Media,99,2024-07-26,5,4,2387,418
4288,49,Newsletter,93,2023-08-15,11,8,2387,491
1207,16,Social Media,6,2025-02-13,2,19,2388,217
68,33,Video,5,2024-10-20,3,19,239,43
1646,14,Video,128,2024-01-19,16,6,2395,759
1015,36,Social Media,225,2023-02-17,14,9,2396,578
3781,20,Video,0,2025-12-11,16,17,239,7
864,15,Blog,57,2023-12-18,4,3,2400,419
347,21,Video,244,2023-10-09,5,15,2401,713
3352,5,Blog,35,2024-07-01,15,10,2403,599
1652,21,Newsletter,407,2023-03-17,1,19,2403,889
2455,16,Newsletter,44,2024-04-08,6,15,2405,339
1560,19,Video,10,2023-05-14,3,3,240,54
2439,50,Video,69,2024-08-25,8,4,2406,357
2645,3,Newsletter,23,2025-03-15,16,6,2408,290
1190,30,Blog,0,2025-06-14,13,12,24,1
579,16,Social Media,22,2024-01-05,2,12,2410,207
1614,23,Newsletter,51,2024-10-20,7,17,2410,366
2514,47,Social Media,215,2024-01-06,3,20,2410,703
3389,12,Blog,20,2024-11-20,17,6,2411,355
2837,29,Blog,232,2023-03-05,15,2,2417,752
2014,38,Video,12,2025-02-01,6,1,2419,108
4224,32,Newsletter,144,2024-05-23,18,3,2419,548
2650,40,Newsletter,66,2024-03-18,2,6,2424,491
1184,6,Video,34,2024-12-31,14,9,2425,368
2436,5,Newsletter,45,2024-09-04,15,18,2429,240
3107,49,Newsletter,0,2025-11-30,13,11,243,10
1276,29,Newsletter,0,2025-11-30,11,5,243,11
1196,3,Blog,0,2025-08-24,4,2,243,14
2871,4,Video,129,2023-05-23,17,13,2431,485
3047,20,Video,11,2025-01-20,12,16,2433,119
3404,22,Social Media,137,2023-10-04,19,16,2433,635
1565,4,Blog,56,2024-06-11,6,19,2435,533
3605,5,Blog,58,2024-02-13,12,5,2436,522
2615,46,Video,121,2023-03-15,3,11,2437,315
4302,4,Blog,10,2025-02-17,2,6,2438,188
2526,40,Video,79,2024-01-05,10,14,2438,779
1510,7,Video,2,2025-02-08,19,8,2438,84
3642,1,Newsletter,0,2025-09-23,9,9,243,9
3996,5,Blog,45,2024-12-02,4,11,2440,259
4424,36,Social Media,20,2024-12-30,19,6,2441,152
3841,8,Video,38,2024-03-13,12,4,2442,184
2843,43,Video,22,2025-01-05,17,9,2444,145
3459,36,Video,82,2024-01-15,16,7,2444,651
3445,40,Newsletter,15,2025-03-06,15,20,2445,281
4386,35,Newsletter,8,2025-04-02,17,13,2446,211
4196,44,Social Media,138,2023-09-14,6,1,2446,390
1541,18,Blog,240,2023-05-19,5,16,2446,913
1684,12,Social Media,21,2024-11-25,18,6,2451,151
2416,33,Video,81,2023-09-19,16,6,2451,729
1168,2,Video,70,2024-05-18,3,6,2452,459
1591,29,Social Media,18,2024-01-02,6,8,245,58
2008,24,Video,47,2024-07-01,1,5,2457,424
4623,31,Blog,133,2023-09-01,2,17,2458,457
3038,15,Blog,149,2023-11-11,9,1,2459,504
1512,1,Video,11,2024-12-06,6,1,2460,173
3959,1,Social Media,19,2024-10-02,19,19,2465,311
3324,16,Blog,340,2023-03-13,7,19,2466,1079
3078,6,Newsletter,10,2025-03-10,14,17,2467,149
4073,18,Social Media,23,2023-12-21,14,6,2467,236
3247,17,Newsletter,28,2024-10-28,8,13,2467,336
1210,4,Video,0,2025-08-07,3,8,247,10
4328,30,Newsletter,7,2025-02-12,15,4,2474,115
2185,14,Newsletter,74,2023-08-03,11,13,2477,311
3746,35,Social Media,16,2025-03-28,12,12,2478,259
187,45,Blog,197,2024-03-29,6,10,2478,717
4392,42,Social Media,44,2024-05-13,11,10,2479,432
1470,47,Social Media,55,2024-01-21,12,5,2482,188
2138,31,Social Media,87,2023-09-06,5,4,2484,319
3267,2,Newsletter,284,2023-11-24,15,14,2484,862
2694,46,Video,0,2025-10-22,2,12,248,5
857,37,Newsletter,102,2024-08-16,14,18,2485,546
360,50,Newsletter,43,2024-07-19,6,3,2486,463
994,36,Social Media,36,2024-10-25,20,9,2487,333
2209,20,Newsletter,0,2025-12-14,2,17,248,8
1339,21,Social Media,255,2023-11-12,9,18,2488,767
635,4,Video,0,2025-09-06,8,14,248,9
3830,42,Blog,231,2023-02-13,7,1,2489,518
405,42,Newsletter,110,2024-06-13,6,7,2490,541
2181,41,Newsletter,47,2024-08-11,14,6,2494,303
1125,35,Video,14,2024-10-24,12,9,2496,107
4124,18,Blog,44,2024-12-22,20,2,2497,266
3275,14,Social Media,17,2024-10-03,19,4,2499,248
2960,34,Social Media,94,2023-08-07,7,19,2501,249
2779,16,Video,3,2025-01-29,6,8,250,30
4539,17,Newsletter,27,2024-09-25,1,9,2504,405
385,34,Social Media,33,2024-06-21,5,8,2505,324
2544,46,Social Media,246,2023-07-06,20,14,2505,786
4285,13,Video,43,2024-03-19,20,11,2506,314
513,8,Blog,87,2024-02-28,18,9,2506,408
2709,31,Social Media,42,2024-08-23,18,1,2506,483
381,49,Video,10,2025-02-28,20,3,2509,181
2184,21,Social Media,4,2025-03-30,15,1,2519,138
1337,35,Blog,36,2024-07-20,9,14,2519,171
2068,23,Blog,7,2025-01-25,16,20,2520,234
2085,8,Social Media,39,2023-08-03,10,13,2521,350
2605,47,Social Media,0,2025-10-28,13,5,252,2
3063,32,Video,7,2024-11-06,5,17,2522,188
2481,9,Blog,30,2024-05-09,17,1,2523,262
189,50,Blog,266,2023-10-14,4,9,2523,840
2925,37,Newsletter,76,2024-03-30,20,8,2527,277
1787,33,Social Media,0,2025-06-19,3,11,252,8
3347,19,Newsletter,0,2025-10-30,6,6,252,9
752,38,Blog,1,2025-02-16,17,3,253,25
332,11,Blog,53,2023-09-03,1,11,2533,355
4587,41,Social Media,10,2025-02-13,9,10,2533,80
581,11,Newsletter,192,2023-09-08,19,8,2535,604
3970,35,Video,10,2025-03-11,20,20,2537,242
2873,45,Newsletter,44,2025-01-26,12,18,2538,390
894,37,Social Media,0,2025-11-12,15,6,254,10
1092,44,Newsletter,0,2025-12-13,15,4,254,12
251,24,Social Media,0,2025-03-22,2,10,254,17
2292,48,Newsletter,130,2023-12-31,15,6,2542,691
3113,44,Newsletter,14,2025-02-17,8,12,2546,264
4314,25,Blog,95,2023-06-14,1,2,2546,320
1022,28,Newsletter,33,2025-02-26,11,11,2548,266
46,5,Blog,11,2024-09-29,1,1,2549,228
518,39,Newsletter,54,2024-06-11,13,5,2552,406
511,26,Social Media,220,2023-09-25,16,16,2552,770
1807,35,Social Media,4,2025-01-16,1,3,255,39
3957,48,Social Media,27,2025-01-03,2,2,2555,261
3146,19,Blog,122,2024-01-19,14,4,2558,823
2726,32,Newsletter,36,2024-10-25,4,13,2559,242
3523,20,Blog,111,2024-03-09,16,4,2560,576
594,33,Newsletter,22,2025-01-25,2,15,2561,327
954,29,Blog,36,2024-08-05,15,6,2562,321
922,7,Blog,145,2023-12-21,15,9,2566,455
4264,23,Blog,7,2025-02-01,19,5,2568,96
502,50,Newsletter,133,2023-03-15,19,5,2570,778
4169,4,Blog,0,2025-10-20,17,7,257,11
3348,13,Video,39,2025-02-26,20,9,2571,316
4039,23,Video,0,2025-09-27,15,1,257,3
1604,31,Video,24,2025-02-17,7,5,2573,358
499,10,Video,9,2025-01-28,12,11,2575,97
504,45,Blog,58,2024-10-29,17,11,2577,420
3246,32,Social Media,0,2025-08-23,18,11,257,8
3464,26,Newsletter,49,2023-09-11,1,1,2580,233
2892,27,Newsletter,12,2025-01-17,17,8,2584,134
3020,6,Social Media,48,2024-08-07,17,17,2585,238
352,16,Newsletter,94,2023-01-05,14,8,2585,319
3250,35,Blog,18,2023-11-29,1,7,258,76
890,29,Social Media,50,2024-04-23,3,6,2590,198
3614,45,Video,0,2025-08-31,6,5,259,13
562,38,Video,1,2025-05-17,8,17,259,14
2741,35,Social Media,96,2024-05-03,12,5,2591,430
2774,27,Video,41,2024-05-16,8,8,2592,222
2851,9,Social Media,0,2025-11-26,5,11,259,3
501,7,Blog,4,2025-02-10,3,2,2595,108
1016,50,Social Media,60,2024-07-07,13,8,2595,254
3182,12,Social Media,30,2024-06-15,15,14,2595,307
94,33,Video,389,2023-02-18,15,17,2595,933
2109,21,Social Media,108,2023-01-29,13,15,2596,775
1134,11,Newsletter,6,2025-02-09,1,11,2597,137
1460,10,Social Media,0,2025-12-10,10,14,26,0
2551,3,Social Media,7,2024-12-12,15,2,2601,149
2407,37,Social Media,0,2025-07-03,7,3,260,13
3821,45,Blog,11,2025-02-10,7,19,2603,99
2974,1,Video,52,2024-08-11,1,11,2604,440
923,12,Video,124,2024-08-09,19,12,2604,577
1994,33,Blog,36,2024-10-18,8,8,2605,424
2913,32,Newsletter,6,2024-08-15,2,19,260,55
2641,6,Video,8,2025-02-02,6,9,2607,161
3021,3,Newsletter,84,2024-10-26,4,3,2608,488
2161,1,Social Media,0,2025-08-13,1,17,26,1
225,20,Social Media,71,2023-05-29,13,3,2610,245
1282,44,Video,0,2025-12-06,11,2,261,10
1908,22,Social Media,2,2024-09-19,4,11,261,18
3425,49,Social Media,26,2025-02-13,16,4,2612,224
2547,8,Social Media,133,2024-03-18,6,20,2612,554
2196,43,Social Media,6,2023-05-01,8,13,261,30
3620,16,Video,4,2024-10-23,12,7,261,48
142,35,Video,0,2025-11-05,6,1,261,5
936,43,Video,0,2025-06-09,1,4,26,2
3943,31,Social Media,24,2024-12-23,3,7,2622,185
4165,43,Blog,13,2024-08-05,20,7,2622,270
289,16,Blog,40,2024-11-24,6,2,2622,364
1960,37,Social Media,0,2025-09-16,17,20,262,4
4311,18,Social Media,103,2024-06-04,5,15,2626,409
4290,2,Blog,131,2023-10-07,7,3,2626,660
4238,12,Newsletter,12,2024-12-17,19,9,2628,348
3969,28,Social Media,0,2025-07-30,2,2,263,10
4025,27,Newsletter,0,2025-10-11,12,8,263,3
544,16,Blog,16,2023-07-31,9,14,263,56
832,31,Video,13,2024-12-19,7,2,2637,130
3702,43,Blog,67,2024-05-15,3,2,2638,510
3049,11,Blog,125,2023-01-25,8,4,2639,1129
4585,2,Blog,43,2024-04-04,11,2,2639,180
4134,3,Blog,99,2024-09-21,15,18,2639,483
3128,4,Newsletter,195,2023-03-27,17,4,2639,551
2478,10,Blog,32,2024-12-20,20,3,2640,295
2267,18,Newsletter,144,2023-04-09,17,3,2645,677
1020,11,Video,353,2023-01-16,7,4,2645,960
4069,44,Video,111,2023-01-19,17,14,2646,269
1241,26,Blog,71,2023-10-01,12,2,2646,851
3449,50,Video,44,2024-09-09,2,7,2647,310
3044,8,Social Media,16,2025-02-06,17,18,2648,284
2153,7,Newsletter,157,2023-08-21,19,4,2650,527
3186,9,Video,23,2024-04-13,10,15,2652,334
4241,9,Newsletter,6,2023-10-24,6,13,265,37
3987,5,Video,72,2024-03-08,5,1,2654,632
722,34,Social Media,62,2023-11-06,1,11,2655,279
3688,36,Blog,50,2024-02-28,18,4,2655,290
4521,33,Social Media,36,2023-09-11,13,7,2655,326
3141,39,Newsletter,157,2024-04-22,17,20,2655,676
495,42,Social Media,84,2023-11-19,20,17,2656,799
2021,49,Newsletter,0,2025-12-02,18,6,265,7
1340,5,Social Media,17,2024-12-14,2,16,2657,112
100,32,Video,34,2024-05-05,15,13,2657,175
1405,12,Video,76,2024-03-01,14,10,2658,555
2703,38,Video,1,2025-05-11,7,2,266,18
1852,46,Video,4,2024-12-15,8,17,266,29
2423,20,Social Media,312,2023-01-31,18,16,2663,1288
4030,7,Blog,47,2024-04-10,12,17,2664,413
3008,28,Video,0,2025-09-22,17,14,266,6
2957,10,Newsletter,0,2025-11-30,11,11,266,7
2654,39,Video,50,2024-09-02,9,18,2667,461
3799,9,Video,107,2023-11-14,12,1,2668,722
4131,31,Blog,63,2024-11-22,5,6,2669,459
1657,40,Social Media,5,2024-11-02,2,10,2671,150
310,23,Newsletter,69,2023-05-17,11,7,2673,537
4033,44,Newsletter,113,2024-05-03,15,2,2674,448
38,30,Newsletter,449,2023-01-02,16,15,2674,956
714,46,Blog,11,2024-07-30,1,11,2676,129
2449,1,Newsletter,27,2024-11-21,17,17,2676,459
438,21,Social Media,186,2024-01-18,4,17,2678,661
743,46,Newsletter,26,2025-01-05,16,15,2680,399
387,38,Social Media,74,2024-11-27,6,8,2680,441
681,26,Video,69,2024-10-13,5,12,2683,527
2050,22,Blog,163,2024-01-25,2,2,2684,714
191,23,Newsletter,13,2025-01-30,18,19,2687,123
3108,41,Social Media,0,2025-06-27,16,17,269,16
3721,1,Social Media,7,2024-01-28,3,18,269,39
1406,5,Social Media,0,2025-11-04,19,9,269,4
1219,11,Video,0,2025-10-25,17,8,269,6
766,49,Blog,30,2024-09-11,8,17,2699,560
1176,47,Blog,0,2025-11-09,17,14,27,0
3328,25,Video,0,2025-12-18,11,19,27,0
2548,37,Video,117,2023-02-20,6,7,2700,663
3991,28,Social Media,2,2024-03-28,4,10,270,25
1756,29,Social Media,316,2023-08-05,13,10,2702,848
1628,3,Blog,6,2025-03-05,7,17,2702,95
895,1,Blog,96,2024-08-11,20,15,2703,557
4276,17,Social Media,89,2024-03-06,7,14,2706,307
713,3,Newsletter,57,2024-09-03,19,18,2706,430
3376,4,Video,280,2023-12-06,4,5,2709,859
3167,47,Blog,88,2024-04-28,17,7,2711,674
854,15,Blog,6,2025-01-17,3,5,2712,193
776,16,Newsletter,71,2024-04-02,10,4,2713,707
3653,29,Newsletter,299,2023-05-25,13,16,2714,967
830,44,Blog,151,2024-01-15,17,4,2716,574
462,11,Newsletter,25,2024-09-18,13,2,2717,304
3040,9,Video,12,2025-02-19,17,5,2718,100
866,33,Newsletter,61,2023-11-04,2,10,2719,291
3960,20,Blog,83,2023-12-25,20,3,2719,416
2442,46,Video,40,2024-12-20,1,17,2720,257
2233,47,Social Media,46,2024-08-27,17,1,2723,327
51,44,Newsletter,44,2025-02-25,6,17,2725,358
4001,33,Blog,84,2023-11-24,4,10,2726,269
1005,21,Newsletter,163,2024-01-05,13,4,2727,682
2127,49,Social Media,21,2025-03-03,5,9,2728,196
2067,14,Video,0,2025-09-04,12,17,272,9
3029,43,Video,39,2024-06-16,3,18,2731,215
3370,17,Social Media,0,2025-04-14,8,9,273,18
380,41,Social Media,3,2025-01-20,20,16,273,33
4197,42,Newsletter,306,2023-01-20,19,8,2733,783
2258,13,Blog,125,2023-05-10,16,13,2734,489
